Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
04-XV-151D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Emergency Shutdown (ESD) Valve Loop #151,PID-MRPL-HGU-151-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,2,600# RF,815,526,228,174,Non-SIL,1oo1,0.96,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-08-15,2025-08-15,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-SV-152A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU ASME VIII Safety Relief Valve Loop #152,PID-MRPL-SRU-152-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,6,1500# RTJ,644,502,370,295,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-05-07,2025-05-07,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-PT-153B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #153,PID-MRPL-SWRO-153-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,600# RF,1566,1034,459,369,Non-SIL,1oo1,71.69,60.0,80.0,50.0,85.0,N/A,FALSE,2024-04-09,2025-04-09,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-CV-154C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #154,PID-MRPL-PPU-154-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,8,600# RF,622,391,218,164,SIL-1,1oo1,50.38,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-10-03,2025-10-03,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-VT-155D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #155,PID-MRPL-SWRO-155-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,8,1500# RTJ,547,368,304,222,SIL-3,2oo3,2.03,1.0,4.5,0.5,7.0,N/A,TRUE,2024-04-07,2025-04-07,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
01-SV-156A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU ASME VIII Safety Relief Valve Loop #156,PID-MRPL-CDU-156-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,4,2500# RTJ,360,294,413,310,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-15,2025-07-15,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-XV-157B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #157,PID-MRPL-SRU-157-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,150# RF,301,224,471,334,Non-SIL,1oo1,0.94,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-03-23,2025-03-23,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-TT-158C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Temperature Transmitter Loop #158,PID-MRPL-HGU-158-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,24,900# RTJ,1738,1269,350,302,SIL-2,1oo2,348.33,310.0,385.0,270.0,410.0,N/A,TRUE,2024-05-31,2025-05-31,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
01-AT-159D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Online Gas Analyzer (H2S/O2/CO) Loop #159,PID-MRPL-CDU-159-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,30,300# RF,691,528,200,148,SIL-2,1oo2,5.24,0.0,15.0,0.0,50.0,N/A,TRUE,2024-10-17,2025-10-17,CRITICAL (Immediate Turnaround Recalibration),Er. Anand Rao (EMP-1829)
08-VT-160A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #160,PID-MRPL-SWRO-160-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,8,300# RF,1589,1294,156,128,SIL-1,1oo1,2.35,1.0,4.5,0.5,7.0,N/A,FALSE,2024-09-26,2025-09-26,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
04-FT-161B,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Flow Transmitter Loop #161,PID-MRPL-HGU-161-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,3,300# RF,489,390,424,353,SIL-3,2oo3,187.05,130.0,220.0,100.0,245.0,N/A,TRUE,2024-08-11,2025-08-11,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
05-MOV-162C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Motor Operated Isolation Valve Loop #162,PID-MRPL-SRU-162-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,20,1500# RTJ,1046,648,140,120,Non-SIL,1oo1,1.04,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-08-30,2025-08-30,CRITICAL (Immediate Turnaround Recalibration),Er. Jane D'Souza (EMP-7102)
01-VT-163D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Bearing Vibration Accelerometer Loop #163,PID-MRPL-CDU-163-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,16,300# RF,719,464,419,326,Non-SIL,1oo1,2.31,1.0,4.5,0.5,7.0,N/A,FALSE,2024-11-20,2025-11-20,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-CV-164A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #164,PID-MRPL-PPU-164-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,10,300# RF,1570,1136,459,399,Non-SIL,1oo1,50.93,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-03-30,2025-03-30,CRITICAL (Immediate Turnaround Recalibration),Er. R. K. Shenoy (EMP-3841)
06-VT-165B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #165,PID-MRPL-PPU-165-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,48,150# RF,1203,969,120,98,Non-SIL,1oo1,2.21,1.0,4.5,0.5,7.0,N/A,FALSE,2024-06-08,2025-06-08,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
06-AT-166C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #166,PID-MRPL-PPU-166-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,16,2500# RTJ,566,377,187,162,SIL-3,2oo3,5.15,0.0,15.0,0.0,50.0,N/A,TRUE,2024-05-02,2025-05-02,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
04-FT-167D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Flow Transmitter Loop #167,PID-MRPL-HGU-167-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,2,1500# RTJ,340,223,550,475,Non-SIL,1oo1,183.86,130.0,220.0,100.0,245.0,N/A,FALSE,2024-11-06,2025-11-06,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-VT-168A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #168,PID-MRPL-SWRO-168-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,8,2500# RTJ,1138,961,244,190,Non-SIL,1oo1,2.07,1.0,4.5,0.5,7.0,N/A,FALSE,2024-09-30,2025-09-30,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-TT-169B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Temperature Transmitter Loop #169,PID-MRPL-FCCU-169-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,10,900# RTJ,1830,1099,491,370,SIL-1,1oo1,365.01,310.0,385.0,270.0,410.0,N/A,FALSE,2024-04-30,2025-04-30,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-CV-170C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pneumatic Control Valve Loop #170,PID-MRPL-SWRO-170-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,48,1500# RTJ,1082,901,216,189,Non-SIL,1oo1,46.47,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-06-23,2025-06-23,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
01-CV-171D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Pneumatic Control Valve Loop #171,PID-MRPL-CDU-171-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,48,2500# RTJ,940,796,525,445,Non-SIL,1oo1,52.23,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-04-27,2025-04-27,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-TT-172A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #172,PID-MRPL-PPU-172-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,20,150# RF,181,141,329,281,Non-SIL,1oo1,387.07,310.0,385.0,270.0,410.0,N/A,FALSE,2024-11-28,2025-11-28,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-AT-173B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #173,PID-MRPL-PPU-173-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,3,2500# RTJ,1531,1247,314,273,SIL-1,1oo1,5.31,0.0,15.0,0.0,50.0,N/A,FALSE,2024-05-01,2025-05-01,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
02-LT-174C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Level Radar Transmitter Loop #174,PID-MRPL-DHDT-174-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,36,300# RF,1038,876,509,414,SIL-3,2oo3,58.28,35.0,75.0,20.0,85.0,N/A,TRUE,2024-05-23,2025-05-23,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
01-PT-175D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Pressure Transmitter Loop #175,PID-MRPL-CDU-175-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,150# RF,917,648,245,194,SIL-1,1oo1,72.76,60.0,80.0,50.0,85.0,N/A,FALSE,2024-10-05,2025-10-05,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
07-AT-176A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Online Gas Analyzer (H2S/O2/CO) Loop #176,PID-MRPL-SPM-176-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,24,900# RTJ,625,447,250,195,SIL-2,1oo2,5.34,0.0,15.0,0.0,50.0,N/A,TRUE,2024-05-12,2025-05-12,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-TT-177B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Temperature Transmitter Loop #177,PID-MRPL-FCCU-177-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,600# RF,1458,1225,473,352,SIL-1,1oo1,379.89,310.0,385.0,270.0,410.0,N/A,FALSE,2024-09-26,2025-09-26,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
02-LT-178C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Level Radar Transmitter Loop #178,PID-MRPL-DHDT-178-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,10,1500# RTJ,1582,1065,544,445,SIL-1,1oo1,53.02,35.0,75.0,20.0,85.0,N/A,FALSE,2024-03-22,2025-03-22,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-AT-179D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Online Gas Analyzer (H2S/O2/CO) Loop #179,PID-MRPL-CDU-179-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,48,600# RF,1393,1115,232,188,SIL-2,1oo2,5.3,0.0,15.0,0.0,50.0,N/A,TRUE,2024-10-27,2025-10-27,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-VT-180A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Bearing Vibration Accelerometer Loop #180,PID-MRPL-CDU-180-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,150# RF,1649,1043,271,205,SIL-1,1oo1,2.17,1.0,4.5,0.5,7.0,N/A,FALSE,2024-09-25,2025-09-25,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
06-SV-181B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #181,PID-MRPL-PPU-181-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,4,600# RF,1838,1536,532,400,SIL-1,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-11-08,2025-11-08,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-LT-182C,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Level Radar Transmitter Loop #182,PID-MRPL-FCCU-182-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,10,1500# RTJ,1769,1235,255,203,SIL-3,2oo3,54.6,35.0,75.0,20.0,85.0,N/A,TRUE,2024-08-24,2025-08-24,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-TT-183D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #183,PID-MRPL-PPU-183-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,2,900# RTJ,1399,916,152,123,SIL-1,1oo1,357.94,310.0,385.0,270.0,410.0,N/A,FALSE,2024-08-04,2025-08-04,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-PT-184A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #184,PID-MRPL-FCCU-184-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,16,600# RF,349,229,395,286,SIL-3,2oo3,71.47,60.0,80.0,50.0,85.0,N/A,TRUE,2024-04-04,2025-04-04,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-MOV-185B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #185,PID-MRPL-FCCU-185-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,24,900# RTJ,722,439,309,228,Non-SIL,1oo1,0.99,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-09-07,2025-09-07,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-SV-186C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #186,PID-MRPL-PPU-186-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,150# RF,538,453,541,422,SIL-1,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-26,2025-12-26,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
04-FT-187D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Flow Transmitter Loop #187,PID-MRPL-HGU-187-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,48,150# RF,1350,882,239,181,SIL-2,1oo2,174.57,130.0,220.0,100.0,245.0,N/A,TRUE,2025-01-04,2026-01-04,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-SV-188A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU ASME VIII Safety Relief Valve Loop #188,PID-MRPL-FCCU-188-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,3,300# RF,419,252,524,441,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-28,2025-12-28,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
03-MOV-189B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #189,PID-MRPL-FCCU-189-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,36,150# RF,1125,801,305,241,SIL-3,2oo3,0.94,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-04-23,2025-04-23,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
01-SV-190C,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU ASME VIII Safety Relief Valve Loop #190,PID-MRPL-CDU-190-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,30,900# RTJ,274,232,325,252,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-05-23,2025-05-23,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
06-AT-191D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #191,PID-MRPL-PPU-191-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),4,150# RF,1428,1082,400,331,SIL-1,1oo1,5.1,0.0,15.0,0.0,50.0,N/A,FALSE,2024-04-09,2025-04-09,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
07-TT-192A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #192,PID-MRPL-SPM-192-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,30,2500# RTJ,1030,734,236,182,SIL-2,1oo2,378.86,310.0,385.0,270.0,410.0,N/A,TRUE,2024-06-15,2025-06-15,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-MOV-193B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #193,PID-MRPL-PPU-193-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,2500# RTJ,462,356,362,257,SIL-1,1oo1,1.05,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-11-19,2025-11-19,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-FT-194C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Flow Transmitter Loop #194,PID-MRPL-PPU-194-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,24,150# RF,1522,959,301,258,SIL-1,1oo1,198.06,130.0,220.0,100.0,245.0,N/A,FALSE,2024-06-03,2025-06-03,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-VT-195D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Bearing Vibration Accelerometer Loop #195,PID-MRPL-CDU-195-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,3,600# RF,466,356,234,199,SIL-2,1oo2,2.15,1.0,4.5,0.5,7.0,N/A,TRUE,2024-03-27,2025-03-27,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
04-MOV-196A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Motor Operated Isolation Valve Loop #196,PID-MRPL-HGU-196-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,24,1500# RTJ,1397,1162,544,448,SIL-3,2oo3,0.92,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-08-19,2025-08-19,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-CV-197B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #197,PID-MRPL-PPU-197-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,4,300# RF,292,185,444,388,Non-SIL,1oo1,45.33,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-04-09,2025-04-09,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-CV-198C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pneumatic Control Valve Loop #198,PID-MRPL-SWRO-198-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),8,600# RF,1740,1453,425,303,SIL-1,1oo1,45.03,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-10-17,2025-10-17,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
02-VT-199D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #199,PID-MRPL-DHDT-199-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,12,2500# RTJ,1393,989,259,191,Non-SIL,1oo1,2.2,1.0,4.5,0.5,7.0,N/A,FALSE,2024-07-13,2025-07-13,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
08-SV-200A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #200,PID-MRPL-SWRO-200-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,6,150# RF,1377,845,224,168,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-10-27,2025-10-27,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-TT-201B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #201,PID-MRPL-PPU-201-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,36,900# RTJ,509,321,392,324,Non-SIL,1oo1,360.02,310.0,385.0,270.0,410.0,N/A,FALSE,2024-07-08,2025-07-08,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
